reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d937dd55-520b-49b6-9c6b-6548c044adef,Dexter Carlit,https://play-lh.googleusercontent.com/a-/ALV-UjUcQrVeTu8QKtNuy6OPmZ37fvY4egD2VbbPviU6nA8UMpwoWP1o,npakagaling po,5,0,1.2025.329,2025-12-10 00:32:38,,,1.2025.329
1ecd4e50-0bf0-4ffe-8650-4fea8ce10a96,Adnan Hassan,https://play-lh.googleusercontent.com/a/ACg8ocJcogJuHoITUbfkWJ54oyIVWoLP-FWZHCbivxIHU3S2XCtr_g=mo,nice 👍🙂,5,0,1.2025.336,2025-12-10 00:32:31,,,1.2025.336
f96e2c65-ee3d-4816-9cd7-69ceac4fd792,Praba Praba,https://play-lh.googleusercontent.com/a/ACg8ocKeTeUVrD3IB6bgtWM0pSF_2_Mn6EJdmOyTxs0IFVEcqjQOwg=mo,super 🌹🌹🌹,5,0,1.2025.336,2025-12-10 00:32:25,,,1.2025.336
203fdd27-fb06-4899-b6d6-879d1efe1177,Madhumitha Madhumitha,https://play-lh.googleusercontent.com/a/ACg8ocIb-QoOTcPDUr9fDndY87J4avqD2JFP2UK4G_q6sezkUO4tIQ=mo,good,5,0,1.2025.329,2025-12-10 00:31:19,,,1.2025.329
b3b832e5-39b5-4f4e-b2f3-bb193328289b,ramniwas bhatiya,https://play-lh.googleusercontent.com/a-/ALV-UjUPe13hp8PTQLQeHKwus3EPBpKsHlQCA_2MJVsDccbMHCcn2Zen,Nice,5,0,1.2025.329,2025-12-10 00:31:18,,,1.2025.329
5cae9399-7ab9-4dea-8efc-e5a514128afe,farid nateghi,https://play-lh.googleusercontent.com/a-/ALV-UjWYIWD7rZfLzBsEjCRVhM0pTV4kCwiDRfiE4tGCOwVYl_Eym_L0,great,5,0,1.2025.336,2025-12-10 00:31:07,,,1.2025.336
a12b7696-b84c-4bae-96e9-8a7155970b1e,Vinay Rajput,https://play-lh.googleusercontent.com/a-/ALV-UjXGE2nOWp0d_y034AD6DmwrvRzD5ghLhibuhfDEuOkLPiZzCKhBKw,good,5,0,1.2025.329,2025-12-10 00:31:01,,,1.2025.329
89972285-29d5-4087-a83e-dc92916aba9e,anuja zagade,https://play-lh.googleusercontent.com/a/ACg8ocJV73xy4YfNKwMCTOP6lsBJfpzjnGTY1SKKC5o2QFc1rLMbDQ=mo,good educational,5,0,1.2025.329,2025-12-10 00:29:42,,,1.2025.329
baac844f-0f21-4649-801d-839acf95927c,Terry Collins,https://play-lh.googleusercontent.com/a/ACg8ocKIvsf0C4nB3w49ssWu_Y6ghgQtovqLTtUGqj8QoQYGDMyg2g=mo,it's fantastic 👏,5,0,1.2025.336,2025-12-10 00:29:28,,,1.2025.336
6bdcc2b8-9aed-479d-bc73-0d7de807345d,Elijah Samson,https://play-lh.googleusercontent.com/a/ACg8ocLCWHGWnVLCnmgqQRTAmymTAEHs5WnErVZcc8wbWwzR1sUIow=mo,excellent,5,0,1.2025.329,2025-12-10 00:29:26,,,1.2025.329
4354460e-7c43-4b58-92c0-30635bdcd20a,Ammar Mhowwala,https://play-lh.googleusercontent.com/a/ACg8ocL2pLy7Jo7r89r7o0YQDT6JkKRGi1_uuv8Hel79YP_05rm5=mo,nice,5,0,1.2025.329,2025-12-10 00:29:12,,,1.2025.329
8a95f777-2fc2-40e3-bcc2-5bf87cc6f429,ragu nathan,https://play-lh.googleusercontent.com/a-/ALV-UjVbyhkKVoGl1EJlPKdz6fxFEBkvEo-UKqvtMMlug3Ek3rdzLnygKA,Good 💥👍,4,0,1.2025.336,2025-12-10 00:29:06,,,1.2025.336
ca46831f-128b-4bdd-9eb0-16b57b090e18,Muhamad Kushairi,https://play-lh.googleusercontent.com/a-/ALV-UjXQ8jvvmMJ37-CVOznDBhpJQBBQoXT27EjduRyPHo6ih7sDsvk,very useful,5,0,1.2025.329,2025-12-10 00:28:59,,,1.2025.329
75592579-2922-4353-ae0d-2272e1dcacc6,Sylvia,https://play-lh.googleusercontent.com/a/ACg8ocJQSLdsSutY0iV5zt6DH3f-u7vq012NJYZnJEMxLMXOTgzVlg=mo,chatGPT stopped responding after I updated the app,1,0,,2025-12-10 00:28:44,,,
520f26fe-d7bc-4666-b3a9-1701cbeb3baf,محمد مهدی ابراهیمی,https://play-lh.googleusercontent.com/a/ACg8ocLOVgFYP4mYFQdKJ_PiG9l7sKyr8qXmHhUNXtsAaEbaTJcmwA=mo,it's very good app,5,0,1.2025.308,2025-12-10 00:27:20,,,1.2025.308
2b7cda4a-bb7d-4291-8bcc-70426514a359,Avani Dave,https://play-lh.googleusercontent.com/a/ACg8ocKalXsZw2s_G_SjHlGoSJz4E82ND5KRsJzcyybWR1hfWTjZgA=mo,ekdam bekar,1,0,1.2025.329,2025-12-10 00:26:24,,,1.2025.329
de596dc6-9854-45fd-af25-518331c39e8f,Zikrillah Ismail,https://play-lh.googleusercontent.com/a/ACg8ocK7jxyk8EbCzcixArfdwzdHqyknB3z_Nzvt3imUXRWA9Klor6A=mo,terbaik,5,0,1.2025.329,2025-12-10 00:25:42,,,1.2025.329
17c94c2e-fc72-41eb-818b-02e5b84d229f,Theo Xhobo,https://play-lh.googleusercontent.com/a/ACg8ocLMexLI0474t2eMEGwq5GzasBbzE0tQUU1PfLS-hLyP0W6urQ=mo,"I've found a friend, and an all-round life partner with You!",5,0,1.2025.329,2025-12-10 00:25:23,,,1.2025.329
80a447f1-6dc8-45dc-a419-d8387d307478,Sabir Khan,https://play-lh.googleusercontent.com/a-/ALV-UjXzuS7qN2ZA97X5M1yN2IJ97E7bktBec3w6f1vcAbZDgBJlvNGW,good,4,0,1.2025.336,2025-12-10 00:25:20,,,1.2025.336
1b19782f-d53c-40fe-acb6-39a535e36aeb,Aimuamwosa genesis,https://play-lh.googleusercontent.com/a-/ALV-UjVZhSfo1ZcbfdInYuFQtB1iISk6kadZfizhRT4qZgkcfHwQLeld,let there be student pro,4,0,1.2025.329,2025-12-10 00:25:03,,,1.2025.329
899d0376-369d-4bf4-8a36-0e90f8741fe3,laxmi vasvani,https://play-lh.googleusercontent.com/a/ACg8ocLg-1dvH2zc5oN2-h6rsUygUOUp6W_sJ9WpyT_hmbfVLJFPOQ=mo,very good,5,0,1.2025.336,2025-12-10 00:24:22,,,1.2025.336
aafaef85-4598-4925-b698-0178d5d4f98c,brian njuguna,https://play-lh.googleusercontent.com/a/ACg8ocIpvXrZIA3HKrcn76C6bCv-vrF1th5YLKCrYFzwJpUqBnoGdA=mo,make him smarter bruh,4,0,1.2025.336,2025-12-10 00:24:02,,,1.2025.336
da4e45c2-8898-46dc-849f-89f60287f9e2,Poppa Hec,https://play-lh.googleusercontent.com/a-/ALV-UjWVIPouecoSNEo6EqdhiX90QTuoo0Wswt4W-n8CPsOavKCQGtE,so far so good!,5,0,1.2025.329,2025-12-10 00:23:46,,,1.2025.329
81d6541f-1771-4915-9741-2f99d459718e,Nila nidi,https://play-lh.googleusercontent.com/a/ACg8ocK0PNFZCqkzYULBeV9AMfBx4SAhex0d-W34ntqRuMrlj7IGLw=mo,👏👏,1,0,1.2025.336,2025-12-10 00:22:57,,,1.2025.336
c21bbbb8-864c-4eef-b1f3-98941e7b204d,Alhassan Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocKqI-HJX1zuylNQN-bpo1okQBgQKMwUjTzOaIHwMgGvlmc3rg=mo,amazing guys,5,0,1.2025.329,2025-12-10 00:22:50,,,1.2025.329
67b62b5b-2ecf-4812-841e-82474a728a6b,Ashish Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjVDP1Jv14aPZ7dl4-zrj5e8uAOMVuOUlLWHmwhMWKxfvaKMf7Lw,nice,4,0,1.2025.231,2025-12-10 00:22:28,,,1.2025.231
3e5e5100-75bb-4744-a893-7c23f8bb015d,Muze Malongoza,https://play-lh.googleusercontent.com/a-/ALV-UjXkdMH40Hl_6XLpSYfpeVL-QavkXUTYODq2GYQ6HLN3sz3GqTMP,Very helpful in my studies.,5,0,1.2025.336,2025-12-10 00:22:15,,,1.2025.336
f5f710e8-b531-4190-ac98-335b06b08b9c,jay okoh,https://play-lh.googleusercontent.com/a/ACg8ocIMeoR803IvSQmkKmrMdaRT76Yy-YSa2INuvGXTuSMltMjq6Oo=mo,great,5,0,1.2025.336,2025-12-10 00:21:45,,,1.2025.336
02b08f87-e705-465d-b032-f49021084e73,frank onyekeonwea,https://play-lh.googleusercontent.com/a/ACg8ocLB7G1LI2ZNZ7JrxD5YWIyqdfTVzsR8SfD6217nCAP6q8NoBg=mo,superb app,5,0,1.2025.329,2025-12-10 00:21:42,,,1.2025.329
39da4442-25c6-4931-beef-d62bab831c60,Akanksha,https://play-lh.googleusercontent.com/a-/ALV-UjU327kl3Ju9MMSBEK7-prLV3ZMhp2HLIjo4jbhF_xga5QhHr2iF,app slowed down. prompts not getting sent in project,1,0,,2025-12-10 00:21:28,,,
95ae6d7e-e19f-4e56-b22a-c6c9e89a49ed,Vishal Gupta,https://play-lh.googleusercontent.com/a-/ALV-UjVaA7Ps9N3UVyeN0oFdMka21Kpp8ELBAmINjlFTEBehFhpFSAaC,The New Features Are Good 👍,5,0,1.2025.336,2025-12-10 00:21:16,,,1.2025.336
70b65181-eb2f-42f0-859b-0706fa335ee2,Mariya Lawan,https://play-lh.googleusercontent.com/a/ACg8ocKd0AJa9dfi7wiLtSHRHEnnwBqE8xv1vpqL9uzsYnoXfcwJTA=mo,chatgpt is the best learning software ever seen,5,0,1.2025.329,2025-12-10 00:21:14,,,1.2025.329
7e11c348-0784-4b27-9f1e-0ed845e59ee4,ARJUN KUMAR MANJHI,https://play-lh.googleusercontent.com/a/ACg8ocIuz4Mni1vHkwo9TMp1iQhpsVSQtxoT61SoZcjeKES3ues7jw=mo,this is good application 👏,5,0,1.2025.329,2025-12-10 00:20:40,,,1.2025.329
4a261a77-91b7-496d-bc68-f3be8f32ba80,Riaz kamal Riaz,https://play-lh.googleusercontent.com/a/ACg8ocKa6pypg2vF4cZG2eMeuaUo2G0KexCVJRGsvrs1fjkiFJW5mg=mo,Great,5,0,1.2025.329,2025-12-10 00:20:22,,,1.2025.329
4e241769-9b43-4410-b224-d35c071fe843,Aisha Muhammad,https://play-lh.googleusercontent.com/a-/ALV-UjWiG-j9gVJszgnjhk-oxyu-692MOB_5pMm8sHmMm7kMTokOxBs,i love it,5,0,1.2025.329,2025-12-10 00:19:10,,,1.2025.329
7bc80ad5-a1fb-43a2-aaa5-d704eb776932,Anu Digital Media,https://play-lh.googleusercontent.com/a-/ALV-UjXCuiiggOLNTZR7ljX_ZL3ugOd02raSz1r40fpK0UTHGaExcf8,not responding,1,0,1.2025.336,2025-12-10 00:19:07,,,1.2025.336
ad7e2be4-89e9-43a9-b67b-d4d23c9f840b,A. Shelembe,https://play-lh.googleusercontent.com/a/ACg8ocLVF6oE8Xxbqs1XSWzOb_Mf7C2HDucVfNJ1sjDbon7b15TY=mo,very good appp,4,0,1.2025.329,2025-12-10 00:19:05,,,1.2025.329
7a759104-4395-4b56-a9f2-fa22b6c4ee9f,Mani Vel,https://play-lh.googleusercontent.com/a-/ALV-UjUwmQjZg76nFTLFwH9pFO3Wi0RANy7l6fBxfpBGUY0MWW3pB8I,சிறப்பு,5,0,1.2025.336,2025-12-10 00:18:55,,,1.2025.336
8bfd9cf3-39bc-4eee-94d1-5f882943ec57,Antony aarya 27 Antony aarya 27,https://play-lh.googleusercontent.com/a/ACg8ocJNvh57f5wFFUXd6ZLIU15UWHpomoOOlP9XqzTn4oa65TKkFA=mo,very useful,5,0,1.2025.329,2025-12-10 00:18:20,,,1.2025.329
3926af4d-d29a-4f64-a57e-f29c1ed12652,Randy Manyoro,https://play-lh.googleusercontent.com/a/ACg8ocIXNLv90htv4d9KsGn03AX9oCd1zhu_gxidKqwB0keT1r725A=mo,very good to use,5,0,1.2025.329,2025-12-10 00:17:29,,,1.2025.329
c6fb2e89-8139-4e8e-aa9e-95c2712f9635,Arti Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjX8Pmom0PT1VXvvrADiJDSkIC3jCD61pXi30tRMgWUcqIEftV7_,thankyou is se bahut help ho jati h,5,0,1.2025.336,2025-12-10 00:17:22,,,1.2025.336
bbbc9c4b-d5f9-4890-94d4-0a3b5d973014,Zainul Zain,https://play-lh.googleusercontent.com/a/ACg8ocJTgg_kamtY_ejbbbCqDBzEN1IEvMMz5L2DWZrRtOhLzP2gmw=mo,best friend,5,0,1.2025.336,2025-12-10 00:17:14,,,1.2025.336
e9ac858c-92cc-4fd0-adae-c4080eab0e23,ORIYOMI AREMU,https://play-lh.googleusercontent.com/a/ACg8ocL4qwlqiqXz49_kx1IVxjkYvOPl3AjXkZxDS4kYBmaQHDRu5Q=mo,Good,1,0,1.2025.336,2025-12-10 00:17:10,,,1.2025.336
e4adb25e-8899-432d-9b32-7ba88faf36d9,Dipak Gavale,https://play-lh.googleusercontent.com/a-/ALV-UjWUxm12qHnQokUFPlix7gfliyRoYkfklY65tnXrR94BAb6Tpo8,This is fabulous....!,5,0,1.2025.336,2025-12-10 00:17:04,,,1.2025.336
f9f73558-135c-4fd8-a9c2-50207ef979b2,Raihan Ahmed Chowdhury,https://play-lh.googleusercontent.com/a-/ALV-UjUpLUP5aU_QyVkzMLgYZixlygJiSFuTRAqubWAg7MS6MWkJCl1Q,very good,5,0,1.2025.336,2025-12-10 00:16:43,,,1.2025.336
84e7b0a0-48b7-4b6b-8e46-491922dd5ead,pankaj raj,https://play-lh.googleusercontent.com/a/ACg8ocJeDkg4QjgU8NAwERPbK5nH3XMB4788ZLzVXd-Evd1YKSEAOXU=mo,good,3,0,1.2025.329,2025-12-10 00:16:06,,,1.2025.329
05d98e02-a695-4af8-b1fa-eba5dcfc85f3,Jesons Chennai,https://play-lh.googleusercontent.com/a/ACg8ocIrXgQpkjwk8N6oSYuCuh64ZHz8RZB_bmVqlF6H2yFurmvr=mo,good,5,0,1.2025.315,2025-12-10 00:16:01,,,1.2025.315
d87930bb-b4b6-44c8-94b2-e247ca81a263,Shanukumar,https://play-lh.googleusercontent.com/a/ACg8ocJOFzZZvuiiqHPc39wnw4VbPNi5WuY6iSQXk3VVVESJYc6DgA=mo,nice 👍,3,0,1.2025.329,2025-12-10 00:15:57,,,1.2025.329
c9f0a1c7-ac30-42cb-b226-90d9ff46e635,Victor Diergaardt,https://play-lh.googleusercontent.com/a-/ALV-UjXKWxnUEInMdzY3djFM4evsJgMlzwSmyDV5rVMsNsAaf6cGXAD5,a great source of quick info,4,0,1.2025.336,2025-12-10 00:15:24,,,1.2025.336
c7e4a2be-d575-47c2-8516-3a95d4c36584,suraj kotiyal,https://play-lh.googleusercontent.com/a-/ALV-UjUUbC3UuPhrN_1dPJ16HNpk0bWD5AQ7xn0tiBTNRfGD0oMskDg,very good app,5,0,1.2025.336,2025-12-10 00:14:19,,,1.2025.336
7de3d043-fc87-46a1-93e8-6e7349e23525,Arman Ansari,https://play-lh.googleusercontent.com/a-/ALV-UjXBMYlPWgVupduPIemJG3AZk4aebBhXgmo4_S4nIRPbQAvoLY7A,This is a great app.Love to use. If you have any curry and did not resolve like you want to some knowledge about any area go for it. I used this app most of the time of my life. it's give thoughts full solution 👍,5,0,1.2025.336,2025-12-10 00:14:07,,,1.2025.336
d7555902-3dc3-4d09-b468-a407a343becb,Aman Ansari,https://play-lh.googleusercontent.com/a/ACg8ocKdCxXBSfImGvwCj0YzNGyDtagWaLgoKfCk3rc66k9hFVQkNw=mo,nice,5,0,1.2025.329,2025-12-10 00:11:36,,,1.2025.329
1e5342a2-0284-43c5-9d87-5a43f440f40b,Daniella Agbonmeire,https://play-lh.googleusercontent.com/a-/ALV-UjVdFM2M_Q7eCiM7vpJvF3pScmnXQaD5RZ_jkb03dHNmjOg09aM,i love the app is easy to use and also easy to learn with,5,0,1.2025.336,2025-12-10 00:10:06,,,1.2025.336
ebd0b50e-3b54-48a4-b1dc-60f955b045b1,Rahul Tufani,https://play-lh.googleusercontent.com/a-/ALV-UjXAiyrTtEFZ563sSHs5KoY724QgBe62KTeMR6MIVJxnpNTGfoVd,veri nice,5,0,1.2025.329,2025-12-10 00:09:48,,,1.2025.329
db5bdad1-c7c1-44e2-b6ef-6a8a2c21bc66,Ivan Streltsov,https://play-lh.googleusercontent.com/a-/ALV-UjWjLzfec2ujae3cSFZw5dIJANiuk4pPni4DEwqzKNnrQnVbv5re,voice chat doesnt work from times to times,3,0,1.2025.329,2025-12-10 00:09:30,,,1.2025.329
79506c2a-1ea4-4dce-b52f-9fc16b677985,travis escarmant,https://play-lh.googleusercontent.com/a-/ALV-UjUyb8D6SpeLwclaRCe0h1MkZDuczZCHZiwWEbXd3CIo0NqmxKM5,you're ai sucks since it's always messing up what I want to proceed when it following your terms of service and usage policies. But it doesn't work even when I make sure it doesn't violate your terms of service and usage policies.,1,2,1.2025.336,2025-12-10 00:09:21,,,1.2025.336
6db49829-975d-4646-8561-fdac1823f5aa,Pinky Fulsunge,https://play-lh.googleusercontent.com/a-/ALV-UjWHmcbx3-LuMb8oc1-iQRF0y9gRQHXPsVUMR8FxGmS3PXVH849k,very nice interesting exciting informative useful user friendly helpful,5,0,1.2025.336,2025-12-10 00:08:58,,,1.2025.336
08ca570e-3197-425f-9672-c0b28148325f,Adeniyi Michael Adeoye,https://play-lh.googleusercontent.com/a/ACg8ocJXS01Evu6llks-9aaA0HEEp1ARIx-lapxwMV-nWt40Ec2U8Q=mo,very good,5,0,1.2025.329,2025-12-10 00:08:55,,,1.2025.329
dbe04ee2-1590-4d2d-8a02-c87d4f1723b3,Joon Dupit,https://play-lh.googleusercontent.com/a/ACg8ocKFbf6E-ABrZ5odnD7wR9lChuHrMWMEN6_rQ4ol1iYV2jN_pQ=mo,good aap fr.,4,0,1.2025.329,2025-12-10 00:08:36,,,1.2025.329
78159142-3f16-4d46-bde7-6c4440c611d3,James,https://play-lh.googleusercontent.com/a-/ALV-UjV1pFVhO0-zx6TqitQi6IKb8y71WqdR2RDdqnU0qCiAZvO6BlU,good,5,0,1.2025.329,2025-12-10 00:08:30,,,1.2025.329
7ad1bdf8-3147-45dc-aea6-8425190f3cae,shabnam kashyap,https://play-lh.googleusercontent.com/a-/ALV-UjWWUhyVy1_yA3OlsTfcO0MxtmWFX9aC1GGdwx1chP_1-_Go_bA,nyc app,5,0,1.2025.329,2025-12-10 00:07:25,,,1.2025.329
6210b1ed-1e26-483d-94c5-eb81dd4c7e63,Lakshika Bandara,https://play-lh.googleusercontent.com/a-/ALV-UjXFRJzLEedsoYOrzQxlrveNGO9L4dv7sQWZkhGBRfZ_oeziaesb,Goodddd,5,0,,2025-12-10 00:07:22,,,
616c3472-4a54-4b3a-a667-84f9852d4fda,Ram Chander,https://play-lh.googleusercontent.com/a/ACg8ocJYhiiw4tZ73TkFvNiUa_-7axuHfJpY9DnBxNOA6eHJZpidlQ=mo,ai feature is extremely good,5,0,1.2025.336,2025-12-10 00:06:45,,,1.2025.336
2549e794-013a-435b-b90b-ddc700a769ce,Bherulal Salvi,https://play-lh.googleusercontent.com/a-/ALV-UjWcK0BMmIyDnE4SHXmkfSbjAp1SBqVKpp33xTjWkw0VASXVTr1W,good,5,0,1.2025.329,2025-12-10 00:05:31,,,1.2025.329
8b201560-1548-456b-b1af-9cfc7ad955a3,Vj Vjjeiwn,https://play-lh.googleusercontent.com/a/ACg8ocJggzUIGjzOPiHfTxMxn2V8tmP01Q-T7fhvdDkOzIGKN6pXJQ=mo,ఎక్సలెంట్ 💐💐💐💐💐💐,5,0,1.2025.329,2025-12-10 00:04:52,,,1.2025.329
80e34070-3066-49e6-a469-0f8ba19f8eae,black beast,https://play-lh.googleusercontent.com/a-/ALV-UjVFzRmxkwZaOzbDAfkKF27fe6XWDshHTGOagqfjREZ1INXQJpKe,it helps to learn things and help with studies.this the best ai app.whoever created this is very creative person.,5,0,1.2025.329,2025-12-10 00:04:33,,,1.2025.329
211b0bf2-9562-4c68-8b43-cffd02126e59,Ramkumr Patel,https://play-lh.googleusercontent.com/a/ACg8ocLSlLLvQs0YDRlmD8BulMjYHvcScxF_6ru_nwyFyD08tyRaTg=mo,nice,5,0,1.2025.336,2025-12-10 00:04:27,,,1.2025.336
3c09beb3-1216-40f8-b730-efc9ac72d19d,Saheli Ghosh,https://play-lh.googleusercontent.com/a/ACg8ocJjRodi4avEv_Ko4bfqVetLG5kt1eown887WiNOMWdUKYc6Aw=mo,excellent,5,0,1.2025.336,2025-12-10 00:04:02,,,1.2025.336
fccbb3f1-9b9d-483e-a44c-ff2d8d1ae7f9,Lehlohonolo Vinger,https://play-lh.googleusercontent.com/a/ACg8ocKxXumme70DkgcEXzvYozpB-LIn9vhnAMTbLY6R4f-CmMXJVw=mo,💯,5,0,1.2025.329,2025-12-10 00:03:26,,,1.2025.329
6dd93379-167f-463b-a986-6444ec53bfb2,Noorkazanah Alli,https://play-lh.googleusercontent.com/a/ACg8ocIiT8qtB9CouDzmNMv651wVG2O8Nae3hwKWf7mGNQRUOl9RwQ=mo,cool,5,0,1.2025.336,2025-12-10 00:03:22,,,1.2025.336
90a015c3-0d0e-44e4-bc7b-6b2be0c64b06,M Siddique,https://play-lh.googleusercontent.com/a/ACg8ocIsFvrlbePYjsfwQqGEGvTa9cuomsPESna2WjGJmq0lXu1s=mo,this is amazing...,5,0,1.2025.336,2025-12-10 00:02:52,,,1.2025.336
82212d10-0eae-467c-a435-ea86255c132f,Lerato Katebe,https://play-lh.googleusercontent.com/a/ACg8ocJkV9liqJh2jIwfH3a_M2LiRjm1YIMU4Wphg2ZBeh073w-Ro0U=mo,"amazing, just wow, I really love it.",5,0,1.2025.336,2025-12-10 00:02:47,,,1.2025.336
efd04b30-a4ae-4d8c-81e9-cb394b6d01ad,Koti Rao,https://play-lh.googleusercontent.com/a-/ALV-UjUlUBXNJIODnfgM-OKAYFp2u2a_ho-_HJ_It6t7QyFWqRm5Vt6t,good,1,0,1.2025.336,2025-12-10 00:01:46,,,1.2025.336
0d93ebb1-fc8c-480e-bf09-ab09b16c97f6,David Carlson,https://play-lh.googleusercontent.com/a-/ALV-UjXH1upHfePzsSVvRGg3n8UGpXKLhofl7vUPwxP6Fb5ZbLDsfqhB,"Be careful with this app. i'm having a normal conversation about removing a hidden attribute files, in my case, it was a temp file, and then all of a sudden chatgpt blocks me from communicating? youtube all over again? This is an innocent conversation, and chatgpt was trying to help. i guess it's the programmers, pull out before you pay, or you pay and pay again.",2,2,1.2025.336,2025-12-09 23:59:51,,,1.2025.336
6de9c522-9ca2-4ade-aa9e-98db7e41cc0e,M Sharath Babu,https://play-lh.googleusercontent.com/a-/ALV-UjW3lMfK5u-nxoPPUBO8S2w9Z2vbT2IkaBMpduMMWGeEBF2rr3UC,good,5,0,1.2025.329,2025-12-09 23:59:34,,,1.2025.329
27bc335b-c082-47f7-be27-591f3a84f1ae,Suprav,https://play-lh.googleusercontent.com/a-/ALV-UjW0krEbketUHsHUsBGYp4tLx2NThujkanEQNEtPH6nJYLw6O-iz,this is more then enough,5,0,1.2025.336,2025-12-09 23:58:25,,,1.2025.336
e76c5354-f982-4170-8cb8-deb7631d6d16,Josan Bhati,https://play-lh.googleusercontent.com/a/ACg8ocKZVi9glHUiQo-mjUPHBS1tr__p1iLRTfjU5kMN33kRVFpUYw=mo,good🥰,4,0,1.2025.329,2025-12-09 23:58:24,,,1.2025.329
